311	0	0
9999	1	0
313	2	0
9999	3	0
319	4	0
9999	5	0
322	6	0
9999	7	0
323	8	0
9999	9	0
328	10	0
9999	11	0
331	12	0
9999	0	1
337	1	1
9999	2	1
350	3	1
9999	4	1
354	5	1
9999	6	1
355	7	1
9999	8	1
369	9	1
9999	10	1
383	11	1
9999	12	1
385	0	2
9999	1	2
397	2	2
9999	3	2
402	4	2
9999	5	2
420	6	2
9999	7	2
428	8	2
9999	9	2
461	10	2
9999	11	2
471	12	2
9999	0	3
473	1	3
9999	2	3
487	3	3
9999	4	3
494	5	3
9999	6	3
495	7	3
9999	8	3
9999	9	3
9999	10	3
9999	11	3
9999	12	3
9999	0	4
9999	1	4
9999	2	4
9999	3	4
9999	4	4
9999	5	4
9999	6	4
9999	7	4
9999	8	4
9999	9	4
9999	10	4
9999	11	4
9999	12	4
9999	0	5
9999	1	5
9999	2	5
9999	3	5
9999	4	5
9999	5	5
9999	6	5
9999	7	5
9999	8	5
9999	9	5
9999	10	5
9999	11	5
9999	12	5
