315	0	0
9999	1	0
326	2	0
9999	3	0
354	4	0
9999	5	0
362	6	0
9999	7	0
366	8	0
9999	9	0
372	10	0
9999	11	0
373	12	0
9999	0	1
395	1	1
9999	2	1
404	3	1
9999	4	1
420	5	1
9999	6	1
422	7	1
9999	8	1
430	9	1
9999	10	1
453	11	1
9999	12	1
456	0	2
9999	1	2
480	2	2
9999	3	2
495	4	2
9999	5	2
496	6	2
9999	7	2
505	8	2
9999	9	2
509	10	2
9999	11	2
510	12	2
9999	0	3
514	1	3
9999	2	3
9999	3	3
9999	4	3
9999	5	3
9999	6	3
9999	7	3
9999	8	3
9999	9	3
9999	10	3
9999	11	3
9999	12	3
9999	0	4
9999	1	4
9999	2	4
9999	3	4
9999	4	4
9999	5	4
9999	6	4
9999	7	4
9999	8	4
9999	9	4
9999	10	4
9999	11	4
9999	12	4
9999	0	5
9999	1	5
9999	2	5
9999	3	5
9999	4	5
9999	5	5
9999	6	5
9999	7	5
9999	8	5
9999	9	5
9999	10	5
9999	11	5
9999	12	5
