13	6	150	150
332	0	0
513	1	0
313	2	0
339	3	0
381	4	0
460	5	0
501	6	0
431	7	0
436	8	0
467	9	0
350	10	0
356	11	0
333	12	0
497	13	0
300	0	1
477	1	1
376	2	1
481	3	1
377	4	1
448	5	1
400	6	1
503	7	1
439	8	1
398	9	1
498	10	1
435	11	1
478	12	1
410	13	1
414	0	2
397	1	2
396	2	2
454	3	2
420	4	2
372	5	2
315	6	2
495	7	2
456	8	2
404	9	2
480	10	2
437	11	2
364	12	2
305	0	3
418	1	3
476	2	3
416	3	3
453	4	3
326	5	3
509	6	3
505	7	3
366	8	3
395	9	3
362	10	3
378	0	4
415	1	4
493	2	4
459	3	4
417	4	4
346	5	4
368	6	4
306	7	4
475	8	4
324	9	4
430	10	4
462	11	4
379	12	4
303	13	4
311	0	5
380	1	5
360	2	5
309	3	5
407	4	5
384	5	5
409	6	5
447	7	5
468	8	5
411	9	5
484	10	5
483	11	5
327	12	5
335	13	5
