1007	0	0
9999	1	0
1033	2	0
9999	3	0
1034	4	0
9999	5	0
1036	6	0
9999	7	0
1053	8	0
9999	9	0
1060	10	0
9999	11	0
1068	12	0
9999	0	1
1069	1	1
9999	2	1
1071	3	1
9999	4	1
1072	5	1
9999	6	1
1073	7	1
9999	8	1
904	9	1
9999	10	1
916	11	1
9999	12	1
921	0	2
9999	1	2
941	2	2
9999	3	2
942	4	2
9999	5	2
953	6	2
9999	7	2
964	8	2
9999	9	2
995	10	2
9999	11	2
998	12	2
9999	0	3
9999	1	3
9999	2	3
9999	3	3
9999	4	3
9999	5	3
9999	6	3
9999	7	3
9999	8	3
9999	9	3
9999	10	3
9999	11	3
9999	12	3
9999	0	4
9999	1	4
9999	2	4
9999	3	4
9999	4	4
9999	5	4
9999	6	4
9999	7	4
9999	8	4
9999	9	4
9999	10	4
9999	11	4
9999	12	4
9999	0	5
9999	1	5
9999	2	5
9999	3	5
9999	4	5
9999	5	5
9999	6	5
9999	7	5
9999	8	5
9999	9	5
9999	10	5
9999	11	5
9999	12	5
