1117	0	0
9999	1	0
1125	2	0
9999	3	0
1146	4	0
9999	5	0
1150	6	0
9999	7	0
1155	8	0
9999	9	0
1160	10	0
9999	11	0
1164	12	0
9999	0	1
1182	1	1
9999	2	1
1199	3	1
9999	4	1
1218	5	1
9999	6	1
1226	7	1
9999	8	1
1261	9	1
9999	10	1
1276	11	1
9999	12	1
1292	0	2
9999	1	2
1293	2	2
9999	3	2
1316	4	2
9999	5	2
1326	6	2
9999	7	2
1328	8	2
9999	9	2
1329	10	2
9999	11	2
1330	12	2
9999	0	3
9999	1	3
9999	2	3
9999	3	3
9999	4	3
9999	5	3
9999	6	3
9999	7	3
9999	8	3
9999	9	3
9999	10	3
9999	11	3
9999	12	3
9999	0	4
9999	1	4
9999	2	4
9999	3	4
9999	4	4
9999	5	4
9999	6	4
9999	7	4
9999	8	4
9999	9	4
9999	10	4
9999	11	4
9999	12	4
9999	0	5
9999	1	5
9999	2	5
9999	3	5
9999	4	5
9999	5	5
9999	6	5
9999	7	5
9999	8	5
9999	9	5
9999	10	5
9999	11	5
9999	12	5
