13	6	150	150
351	0	0
330	1	0
469	2	0
316	3	0
475	4	0
434	5	0
352	6	0
386	7	0
483	8	0
389	9	0
423	10	0
347	11	0
360	0	1
396	1	1
435	2	1
340	3	1
470	4	1
348	5	1
468	6	1
315	7	1
427	8	1
356	9	1
497	10	1
310	11	1
415	12	1
504	0	2
385	1	2
314	2	2
486	3	2
384	4	2
341	5	2
510	6	2
367	7	2
445	8	2
399	9	2
375	10	2
508	11	2
317	12	2
331	0	3
487	1	3
420	2	3
495	3	3
461	4	3
354	5	3
494	6	3
369	7	3
474	8	3
426	9	3
359	10	3
503	11	3
337	0	4
471	1	4
473	2	4
428	3	4
350	4	4
328	5	4
311	6	4
319	7	4
368	8	4
437	9	4
476	10	4
334	11	4
430	12	4
355	0	5
441	1	5
489	2	5
381	3	5
336	4	5
466	5	5
421	6	5
383	7	5
439	8	5
484	9	5
409	10	5
398	11	5
353	12	5
